sessionid,medium,session_start_time,session_end_time,userid,log_in_status,session_with_order,member_tier,eventaction,pagetype,page_order,page_order_desc,page_view_in_minutes,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
657EAEC9E27CF6DFC080BDBDFEB4CA6F.twpfa35n,organic,5/23/2020 8:11,14:00.0,f86462fd-f347-468d-9134-0a297c448322,N,N,anonymous,Pageview,Category,6,4,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
657EAEC9E27CF6DFC080BDBDFEB4CA6F.twpfa35n,organic,5/23/2020 8:11,14:00.0,f86462fd-f347-468d-9134-0a297c448322,N,N,anonymous,Pageview,Category,4,2,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
657EAEC9E27CF6DFC080BDBDFEB4CA6F.twpfa35n,organic,5/23/2020 8:11,14:00.0,f86462fd-f347-468d-9134-0a297c448322,N,N,anonymous,Pageview,Product,5,3,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
657EAEC9E27CF6DFC080BDBDFEB4CA6F.twpfa35n,organic,5/23/2020 8:11,14:00.0,f86462fd-f347-468d-9134-0a297c448322,N,N,anonymous,Pageview,Product,7,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Category,1,14,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Other,2,13,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Product,3,12,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Product,4,11,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Product,6,9,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Product,5,10,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Product,7,7,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Category,8,8,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Category,9,6,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Product,10,5,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Other,14,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Product,13,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Category,12,3,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
68E3750D3C54E32334273CE3FF23DE66.twpfa39n,affiliate,5/23/2020 8:12,19:00.0,b111c040-d819-47ec-b8ea-cea0d86ab14d,N,N,anonymous,Pageview,Other,11,4,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
E01C9BB1F620A8690848BCDDA70D8D01.twpfa42n,organic,5/23/2020 8:12,12:00.0,7a550049-8598-4096-8420-8af47b28f786,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B3EE4E65AD6BF70B4495CF6E1CFD565E.twpfa48n,organic,5/23/2020 8:14,19:00.0,17d3b806-cb22-4a13-9a00-93248591386f,N,N,anonymous,Pageview,Category,1,8,1,120,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B3EE4E65AD6BF70B4495CF6E1CFD565E.twpfa48n,organic,5/23/2020 8:14,19:00.0,17d3b806-cb22-4a13-9a00-93248591386f,N,N,anonymous,Pageview,Category,3,6,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B3EE4E65AD6BF70B4495CF6E1CFD565E.twpfa48n,organic,5/23/2020 8:14,19:00.0,17d3b806-cb22-4a13-9a00-93248591386f,N,N,anonymous,Pageview,Product,2,7,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B3EE4E65AD6BF70B4495CF6E1CFD565E.twpfa48n,organic,5/23/2020 8:14,19:00.0,17d3b806-cb22-4a13-9a00-93248591386f,N,N,anonymous,Pageview,Checkout,4,5,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B3EE4E65AD6BF70B4495CF6E1CFD565E.twpfa48n,organic,5/23/2020 8:14,19:00.0,17d3b806-cb22-4a13-9a00-93248591386f,N,N,anonymous,Pageview,Product,5,4,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B3EE4E65AD6BF70B4495CF6E1CFD565E.twpfa48n,organic,5/23/2020 8:14,19:00.0,17d3b806-cb22-4a13-9a00-93248591386f,N,N,anonymous,Pageview,Checkout,6,3,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B3EE4E65AD6BF70B4495CF6E1CFD565E.twpfa48n,organic,5/23/2020 8:14,19:00.0,17d3b806-cb22-4a13-9a00-93248591386f,N,N,anonymous,Pageview,Login,7,2,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B3EE4E65AD6BF70B4495CF6E1CFD565E.twpfa48n,organic,5/23/2020 8:14,19:00.0,17d3b806-cb22-4a13-9a00-93248591386f,N,N,anonymous,Pageview,Checkout,8,1,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
87FE0FBAB0B1D724C3C4D35EB21E3DF4.twpfa34n,organic,5/23/2020 8:15,21:00.0,7ccb7204-e3f1-49e8-9eb4-931ebd5bbd01,N,N,anonymous,Pageview,Category,1,7,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
87FE0FBAB0B1D724C3C4D35EB21E3DF4.twpfa34n,organic,5/23/2020 8:15,21:00.0,7ccb7204-e3f1-49e8-9eb4-931ebd5bbd01,N,N,anonymous,Pageview,Category,2,6,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
87FE0FBAB0B1D724C3C4D35EB21E3DF4.twpfa34n,organic,5/23/2020 8:15,21:00.0,7ccb7204-e3f1-49e8-9eb4-931ebd5bbd01,N,N,anonymous,Pageview,Product,3,5,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
87FE0FBAB0B1D724C3C4D35EB21E3DF4.twpfa34n,organic,5/23/2020 8:15,21:00.0,7ccb7204-e3f1-49e8-9eb4-931ebd5bbd01,N,N,anonymous,Pageview,Category,4,4,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
87FE0FBAB0B1D724C3C4D35EB21E3DF4.twpfa34n,organic,5/23/2020 8:15,21:00.0,7ccb7204-e3f1-49e8-9eb4-931ebd5bbd01,N,N,anonymous,Pageview,Product,5,3,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
87FE0FBAB0B1D724C3C4D35EB21E3DF4.twpfa34n,organic,5/23/2020 8:15,21:00.0,7ccb7204-e3f1-49e8-9eb4-931ebd5bbd01,N,N,anonymous,Pageview,Category,6,2,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
87FE0FBAB0B1D724C3C4D35EB21E3DF4.twpfa34n,organic,5/23/2020 8:15,21:00.0,7ccb7204-e3f1-49e8-9eb4-931ebd5bbd01,N,N,anonymous,Pageview,Category,7,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
A830A8E4E6964DB3B53DA4DC49375423.twpfa48n,cpc,5/23/2020 8:15,15:00.0,5959d56b-bb76-4b5d-83f3-89910bb054c0,N,N,anonymous,Pageview,Category,1,1,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
A830A8E4E6964DB3B53DA4DC49375423.twpfa48n,cpc,5/23/2020 8:15,15:00.0,5959d56b-bb76-4b5d-83f3-89910bb054c0,N,N,anonymous,Pageview,Category,2,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
D212A5AFAA5D90F9DE6E47E237052564.twpfa31n,organic,5/23/2020 8:16,16:00.0,64788573-0b51-4b8d-8af6-5cfcd2cb2370,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Product,2,15,2,30,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Checkout,1,14,2,30,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Product,3,13,1,60,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Homepage,4,10,3,20,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Product,5,11,3,20,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,6,52,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Checkout,7,9,1,60,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Checkout,8,8,1,120,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Checkout,9,7,1,60,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Checkout,10,5,2,30,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Homepage,11,6,2,30,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Checkout,12,4,1,360,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,Checkout,13,2,3,20,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,OrderPlacedEvent,NULL,14,3,3,20,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,MyAccount,15,1,3,20,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,1,56,1,240,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,2,55,1,360,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,3,54,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,12,45,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,5,51,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,15,42,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,7,50,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,8,49,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,31,26,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,29,27,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,28,31,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,11,46,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,33,25,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,13,44,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,SearchResult,27,29,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,16,39,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,18,40,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,17,41,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,19,38,4,15,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,20,37,4,15,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,21,36,4,15,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,22,35,4,15,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,23,34,1,180,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,24,33,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,25,32,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,26,30,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
375CEB56FDFAF9B279121C40C22C0CB3.twpfa31n,cpc,5/23/2020 8:17,31:00.0,ac4f97f9-9ef8-47ec-8b84-f66de046695d,Y,Y,Elite,Pageview,SearchResult,6,12,3,20,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Login,41,16,4,15,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Other,4,53,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,30,28,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Other,14,43,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,32,24,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Other,9,48,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,34,21,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,35,23,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,36,22,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,37,20,1,180,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,38,19,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
