sessionid,medium,session_start_time,session_end_time,userid,log_in_status,session_with_order,member_tier,eventaction,pagetype,page_order,page_order_desc,page_view_in_minutes,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Category,39,18,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Category,40,17,3,20,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Other,10,47,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Homepage,42,15,4,15,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,43,14,4,15,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,44,13,4,15,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,45,12,1,60,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Product,46,11,1,60,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,47,10,1,120,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Checkout,48,9,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Homepage,49,8,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,OrderPlacedEvent,NULL,50,4,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,MyAccount,51,7,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Homepage,52,6,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,MyAccount,53,5,6,10,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,MyAccount,54,3,1,60,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Homepage,55,2,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
C6B0ED7AE880A11F093A59F4367B9456.twpfa118n,cpc,5/23/2020 8:17,53:00.0,548026f1-0173-4a2d-8bc0-b93a6b597a62,N,Y,anonymous,Pageview,Homepage,56,1,2,30,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
60333303768F6508C985060882707D12.twpfa41n,organic,5/23/2020 8:17,24:00.0,fd894e76-211f-4a48-ae02-ee39ac3d7300,N,N,anonymous,Pageview,Homepage,1,6,1,120,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
60333303768F6508C985060882707D12.twpfa41n,organic,5/23/2020 8:17,24:00.0,fd894e76-211f-4a48-ae02-ee39ac3d7300,N,N,anonymous,Pageview,Category,2,5,1,120,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
60333303768F6508C985060882707D12.twpfa41n,organic,5/23/2020 8:17,24:00.0,fd894e76-211f-4a48-ae02-ee39ac3d7300,N,N,anonymous,Pageview,Category,3,4,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
60333303768F6508C985060882707D12.twpfa41n,organic,5/23/2020 8:17,24:00.0,fd894e76-211f-4a48-ae02-ee39ac3d7300,N,N,anonymous,Pageview,Category,4,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
60333303768F6508C985060882707D12.twpfa41n,organic,5/23/2020 8:17,24:00.0,fd894e76-211f-4a48-ae02-ee39ac3d7300,N,N,anonymous,Pageview,Product,5,3,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
60333303768F6508C985060882707D12.twpfa41n,organic,5/23/2020 8:17,24:00.0,fd894e76-211f-4a48-ae02-ee39ac3d7300,N,N,anonymous,Pageview,Category,6,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1D750A0F65A5DDAC15BA444E233A8230.twpfa36n,organic,5/23/2020 8:18,18:00.0,f2cbcbd7-7ae7-4be6-b616-a292d77276f3,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
3CE837BC444A7EFAF09A9FFF3A9F3205.twpfa48n,cpc,5/23/2020 8:18,19:00.0,917eedaa-1b3f-48ac-a719-352c579be6ee,N,N,anonymous,Pageview,Category,1,4,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
3CE837BC444A7EFAF09A9FFF3A9F3205.twpfa48n,cpc,5/23/2020 8:18,19:00.0,917eedaa-1b3f-48ac-a719-352c579be6ee,N,N,anonymous,Pageview,Product,2,5,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
3CE837BC444A7EFAF09A9FFF3A9F3205.twpfa48n,cpc,5/23/2020 8:18,19:00.0,917eedaa-1b3f-48ac-a719-352c579be6ee,N,N,anonymous,Pageview,Category,3,2,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
3CE837BC444A7EFAF09A9FFF3A9F3205.twpfa48n,cpc,5/23/2020 8:18,19:00.0,917eedaa-1b3f-48ac-a719-352c579be6ee,N,N,anonymous,Pageview,Category,4,3,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
3CE837BC444A7EFAF09A9FFF3A9F3205.twpfa48n,cpc,5/23/2020 8:18,19:00.0,917eedaa-1b3f-48ac-a719-352c579be6ee,N,N,anonymous,Pageview,Category,5,1,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
4C64B5DAAEC683CA0A3D45E29A4A9C28.twpfa41n,organic,5/23/2020 8:18,24:00.0,27a49442-737e-483c-aa15-880c1a3bb60b,N,N,anonymous,Pageview,Category,1,7,1,240,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
4C64B5DAAEC683CA0A3D45E29A4A9C28.twpfa41n,organic,5/23/2020 8:18,24:00.0,27a49442-737e-483c-aa15-880c1a3bb60b,N,N,anonymous,Pageview,Category,2,5,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
4C64B5DAAEC683CA0A3D45E29A4A9C28.twpfa41n,organic,5/23/2020 8:18,24:00.0,27a49442-737e-483c-aa15-880c1a3bb60b,N,N,anonymous,Pageview,Category,3,6,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
4C64B5DAAEC683CA0A3D45E29A4A9C28.twpfa41n,organic,5/23/2020 8:18,24:00.0,27a49442-737e-483c-aa15-880c1a3bb60b,N,N,anonymous,Pageview,Product,4,3,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
4C64B5DAAEC683CA0A3D45E29A4A9C28.twpfa41n,organic,5/23/2020 8:18,24:00.0,27a49442-737e-483c-aa15-880c1a3bb60b,N,N,anonymous,Pageview,Category,5,4,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
4C64B5DAAEC683CA0A3D45E29A4A9C28.twpfa41n,organic,5/23/2020 8:18,24:00.0,27a49442-737e-483c-aa15-880c1a3bb60b,N,N,anonymous,Pageview,Category,6,1,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
4C64B5DAAEC683CA0A3D45E29A4A9C28.twpfa41n,organic,5/23/2020 8:18,24:00.0,27a49442-737e-483c-aa15-880c1a3bb60b,N,N,anonymous,Pageview,Product,7,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CD0CC7D0BF02E6A4FE893B2FBB66479F.twpfa119n,organic,5/23/2020 8:18,18:00.0,a5f4a150-9688-4fd6-b92a-0aee97d52dcd,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,SearchResult,1,12,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,Homepage,2,11,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,SearchResult,3,9,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,SearchResult,4,8,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,Product,5,10,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,Homepage,7,4,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,SearchResult,8,6,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,SearchResult,6,5,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,Category,9,7,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,SearchResult,10,1,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,Product,11,3,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5B8E4C42FCE3CB862C982423395A39CC.twpfa114n,cpc,5/23/2020 8:19,26:00.0,736adab0-5985-4f9a-bfb6-eedce019deea,N,N,anonymous,Pageview,Homepage,12,2,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B7C03363C1BFF1926BB1F11127288FEB.twpfa35n,NULL,5/23/2020 8:19,19:00.0,90b76e31-4b95-4359-a59d-e6fa0840bf97,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
FB82979E96B6588480ABBAC8814F9F83.twpfa41n,organic,5/23/2020 8:19,19:00.0,27ad1576-4eb6-4a51-8270-16056a013c5f,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
FF80B34CDA544066FD4C27927AAD6803.twpfa32n,organic,5/23/2020 8:19,19:00.0,54a0d40c-2d28-438b-b5bc-f4bfacf9b410,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Homepage,1,18,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Category,2,17,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,SearchResult,6,14,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,SearchResult,4,15,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Product,5,13,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,SearchResult,7,11,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,SearchResult,12,9,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Product,8,10,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Category,9,12,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Homepage,10,7,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Homepage,11,8,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Other,3,16,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Product,13,6,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Product,14,5,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Category,15,4,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Product,16,3,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Product,18,1,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
18201FADAC73B8012534173C06EC70F5.twpfa49n,cpc,5/23/2020 8:23,29:00.0,f6b4f0e2-4216-45fb-96b8-5e0b5274c754,N,N,anonymous,Pageview,Product,17,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,4,37,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,1,40,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,2,39,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,3,38,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,5,36,2,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,6,35,2,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,7,34,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,8,31,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,9,33,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,10,32,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Other,13,27,8,7.5,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,12,26,8,7.5,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Other,15,29,8,7.5,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Other,21,19,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Other,22,20,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,16,30,8,7.5,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,MyAccount,17,23,8,7.5,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,MyAccount,18,24,8,7.5,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,19,22,2,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,20,21,2,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
