userid,pagetype,member_tier,log_in_status,page_duration,start_time
23,MyAccount,NULL,N,112,11/2/2019 2:41
2e,Homepage,NULL,N,110,11/2/2019 2:41
34,Category,NULL,N,40,11/2/2019 2:42
f2,Category,NULL,N,60,11/2/2019 2:42
70,Other,NULL,N,60,11/2/2019 2:46
49,Product,NULL,N,60,11/2/2019 2:57
4a,Category,NULL,N,60,11/2/2019 2:57
4a,Product,NULL,N,60,11/2/2019 2:58
1a,Category,NULL,N,60,11/2/2019 3:02
1a,Category,NULL,N,300,11/2/2019 3:03
34,Homepage,Base,Y,39,11/2/2019 3:03
1a,Other,NULL,N,530,11/2/2019 3:05
45,Product,NULL,N,120,11/2/2019 3:08
45,Other,NULL,N,210,11/2/2019 3:10
d1,Product,NULL,N,60,11/2/2019 3:13
d1,Product,NULL,N,60,11/2/2019 3:18
6,Other,NULL,N,60,11/2/2019 3:19
6,Other,Base,Y,50,11/2/2019 3:20
6,Product,NULL,N,60,11/2/2019 3:21
d1,Homepage,NULL,N,210,11/2/2019 3:22
7,Category,NULL,N,60,11/2/2019 3:27
7,Homepage,NULL,N,80,11/2/2019 3:28
d2,Product,NULL,N,900,11/2/2019 3:28
d2,Category,NULL,N,60,11/2/2019 3:28
7,Category,NULL,N,260,11/2/2019 3:29
0c,Other,NULL,N,70,11/2/2019 3:49
0c,Product,NULL,N,60,11/2/2019 3:51
8,Category,NULL,N,65.71428571,11/2/2019 3:57
fc,Other,NULL,N,60,11/2/2019 4:00
36,Category,NULL,N,60,11/2/2019 4:34
36,Other,NULL,N,60,11/2/2019 4:35
79,Other,NULL,N,60,11/2/2019 4:46
79,SearchResult,NULL,N,60,11/2/2019 4:46
79,Homepage,Base,Y,170,11/2/2019 4:47
79,Product,NULL,N,60,11/2/2019 4:47
36,Other,NULL,N,96,11/2/2019 4:49
1c,Checkout,Base,Y,32,11/2/2019 4:53
8d,Product,NULL,N,112,11/2/2019 4:53
36,Product,NULL,N,60,11/2/2019 5:11
ba,Homepage,Base,Y,44,11/2/2019 5:14
55,Other,NULL,N,120,11/2/2019 5:18
55,Product,NULL,N,60,11/2/2019 5:18
55,Product,NULL,N,60,11/2/2019 5:19
55,Cart,NULL,N,90,11/2/2019 5:19
8d,Category,NULL,N,60,11/2/2019 5:20
8d,Homepage,NULL,N,12,11/2/2019 5:20
8d,Homepage,NULL,N,60,11/2/2019 5:20
8d,Product,NULL,N,80,11/2/2019 5:20
8d,Homepage,NULL,N,60,11/2/2019 5:20
bd,Product,NULL,N,340,11/2/2019 5:21
8d,Category,NULL,N,60,11/2/2019 5:24
3d,Product,NULL,N,330,11/2/2019 5:50
1e,Register,NULL,N,66,11/2/2019 6:05
1e,Other,Base,Y,330,11/2/2019 6:07
eb,Other,NULL,N,60,11/2/2019 6:12
ec,Product,NULL,N,120,11/2/2019 6:12
ec,Checkout,NULL,N,70,11/2/2019 6:12
ec,SearchResult,NULL,N,90,11/2/2019 6:12
ec,Product,NULL,N,150,11/2/2019 6:12
ec,Category,NULL,N,60,11/2/2019 6:12
ec,Product,NULL,N,110,11/2/2019 6:13
ec,Category,NULL,N,60,11/2/2019 6:13
a9,Other,NULL,N,60,11/2/2019 6:17
63,Product,NULL,N,20,11/2/2019 6:18
1,Product,NULL,N,60,11/2/2019 6:26
1,Product,NULL,N,90,11/2/2019 6:41
1,Other,NULL,N,60,11/2/2019 6:41
1,Other,NULL,N,30,11/2/2019 6:41
1,Category,NULL,N,60,11/2/2019 6:42
1,Product,NULL,N,60,11/2/2019 6:49
e2,Product,NULL,N,180,11/2/2019 7:04
e2,Product,NULL,N,60,11/2/2019 7:04
e2,Product,NULL,N,60,11/2/2019 7:04
32,Other,NULL,N,60,11/2/2019 7:06
33,Product,NULL,N,60,11/2/2019 7:06
e2,Other,NULL,N,180,11/2/2019 7:06
7d,Product,NULL,N,60,11/2/2019 7:08
92,Product,NULL,N,60,11/2/2019 7:08
c4,Category,Base,Y,70,11/2/2019 7:08
c4,Category,NULL,N,30,11/2/2019 7:09
c4,Other,NULL,N,210,11/2/2019 7:09
c4,Cart,Base,Y,80,11/2/2019 7:09
41,Homepage,Base,Y,15,11/2/2019 7:10
c4,Category,NULL,N,70,11/2/2019 7:10
92,Product,NULL,N,60,11/2/2019 7:11
7,Product,NULL,N,662,11/2/2019 7:16
7,Other,NULL,N,180,11/2/2019 7:18
f9,Register,NULL,N,220,11/2/2019 7:18
35,Product,NULL,N,30,11/2/2019 7:20
f9,Cart,NULL,N,20,11/2/2019 7:20
39,Category,NULL,N,180,11/2/2019 7:22
0f,SearchResult,NULL,N,60,11/2/2019 7:24
37,Category,NULL,N,60,11/2/2019 7:25
37,Other,NULL,N,60,11/2/2019 7:25
3b,Category,NULL,N,200,11/2/2019 7:25
37,Product,Elite,Y,674,11/2/2019 7:26
37,Other,Elite,Y,141,11/2/2019 7:27
37,Other,NULL,N,30,11/2/2019 7:27
0f,BlogContent,NULL,N,60,11/2/2019 7:28
0f,Other,NULL,N,15,11/2/2019 7:28
0f,Product,NULL,N,30,11/2/2019 7:28
0f,Homepage,NULL,N,120,11/2/2019 7:29
0f,Product,NULL,N,30,11/2/2019 7:29
0f,Product,NULL,N,50,11/2/2019 7:30
0d,Product,NULL,N,60,11/2/2019 7:34
63,Category,NULL,N,60,11/2/2019 7:34
c2,SearchResult,NULL,N,60,11/2/2019 7:34
0f,Category,NULL,N,120,11/2/2019 7:36
0d,Category,NULL,N,60,11/2/2019 7:40
0d,Category,NULL,N,90,11/2/2019 7:40
af,Other,NULL,N,60,11/2/2019 7:40
92,Other,NULL,N,60,11/2/2019 7:41
92,Other,NULL,N,60,11/2/2019 7:41
be,SearchResult,NULL,N,60,11/2/2019 7:42
92,Homepage,NULL,N,30,11/2/2019 7:43
49,Product,NULL,N,210,11/2/2019 7:48
ba,Homepage,Base,Y,60,11/2/2019 7:48
cd,Homepage,NULL,N,760,11/2/2019 7:49
7d,Checkout,NULL,N,30,11/2/2019 7:50
cd,Homepage,NULL,N,90,11/2/2019 7:51
83,SearchResult,NULL,N,120,11/2/2019 7:52
81,Homepage,NULL,N,60,11/2/2019 7:54
83,Category,NULL,N,30,11/2/2019 7:54
8d,SearchResult,NULL,N,60,11/2/2019 7:56
8e,SearchResult,NULL,N,120,11/2/2019 7:56
8e,Other,NULL,N,60,11/2/2019 7:57
8e,Other,NULL,N,120,11/2/2019 7:57
88,Checkout,Base,Y,490,11/2/2019 7:58
fa,Product,NULL,N,30,11/2/2019 7:59
fa,Product,NULL,N,60,11/2/2019 7:59
7e,Homepage,NULL,N,12,11/2/2019 8:00
7e,Homepage,NULL,N,180,11/2/2019 8:00
da,Category,NULL,N,30,11/2/2019 8:00
da,Product,Base,Y,20,11/2/2019 8:00
43,Homepage,NULL,N,30,11/2/2019 8:01
43,Product,NULL,N,40,11/2/2019 8:01
43,Other,NULL,N,480,11/2/2019 8:01
43,Other,NULL,N,208,11/2/2019 8:01
43,Other,NULL,N,60,11/2/2019 8:01
7e,Category,NULL,N,60,11/2/2019 8:01
86,MyAccount,Base,Y,75,11/2/2019 8:01
86,Product,NULL,N,2100,11/2/2019 8:01
86,Product,NULL,N,60,11/2/2019 8:01
da,Product,NULL,N,60,11/2/2019 8:01
da,Product,NULL,N,330,11/2/2019 8:01
fa,Other,NULL,N,60,11/2/2019 8:01
fa,Other,NULL,N,60,11/2/2019 8:01
fa,Product,NULL,N,60,11/2/2019 8:01
43,Product,NULL,N,60,11/2/2019 8:02
43,Other,NULL,N,60,11/2/2019 8:02
43,Other,NULL,N,60,11/2/2019 8:02
43,Product,NULL,N,60,11/2/2019 8:02
86,Product,NULL,N,90,11/2/2019 8:02
86,SearchResult,NULL,N,190,11/2/2019 8:02
86,Other,NULL,N,60,11/2/2019 8:02
da,Homepage,NULL,N,30,11/2/2019 8:02
fa,Homepage,NULL,N,60,11/2/2019 8:02
43,Other,NULL,N,120,11/2/2019 8:03
43,Product,NULL,N,120,11/2/2019 8:03
44,Homepage,NULL,N,210,11/2/2019 8:03
44,Category,NULL,N,60,11/2/2019 8:03
fa,Other,NULL,N,60,11/2/2019 8:03
fa,Other,NULL,N,60,11/2/2019 8:03
44,Product,NULL,N,60,11/2/2019 8:04
44,Product,NULL,N,60,11/2/2019 8:04
44,SearchResult,NULL,N,60,11/2/2019 8:04
44,Category,NULL,N,60,11/2/2019 8:05
44,MyAccount,Base,Y,60,11/2/2019 8:05
44,Other,Base,Y,720,11/2/2019 8:05
44,Other,NULL,N,180,11/2/2019 8:05
86,Category,NULL,N,150,11/2/2019 8:05
86,Product,NULL,N,120,11/2/2019 8:05
86,Product,NULL,N,60,11/2/2019 8:05
d1,Product,NULL,N,60,11/2/2019 8:05
fa,Other,NULL,N,180,11/2/2019 8:05
86,SearchResult,NULL,N,60,11/2/2019 8:06
86,Homepage,NULL,N,80,11/2/2019 8:06
86,SearchResult,NULL,N,40,11/2/2019 8:06
86,Register,Base,Y,140,11/2/2019 8:06
86,Other,NULL,N,60,11/2/2019 8:06
88,Other,NULL,N,60,11/2/2019 8:06
86,Other,NULL,N,60,11/2/2019 8:07
86,Other,NULL,N,60,11/2/2019 8:07
86,Checkout,NULL,N,165,11/2/2019 8:07
86,Product,NULL,N,60,11/2/2019 8:08
86,Product,NULL,N,60,11/2/2019 8:08
86,Category,NULL,N,20,11/2/2019 8:08
50,Category,NULL,N,60,11/2/2019 8:11
95,Other,NULL,N,180,11/2/2019 8:12
88,Product,NULL,N,20,11/2/2019 8:15
88,Product,NULL,N,60,11/2/2019 8:17
fa,Other,NULL,N,60,11/2/2019 8:18
b9,SearchResult,NULL,N,325,11/2/2019 8:19
53,Other,NULL,N,60,11/2/2019 8:21
88,Homepage,NULL,N,17.14285714,11/2/2019 8:23
88,Product,NULL,N,60,11/2/2019 8:23
45,Other,NULL,N,120,11/2/2019 8:26
45,Homepage,Base,Y,167,11/2/2019 8:26
45,MyAccount,Base,Y,30,11/2/2019 8:26
45,Other,NULL,N,60,11/2/2019 8:26
df,Cart,Base,Y,370,11/2/2019 8:30
a0,Product,NULL,N,60,11/2/2019 8:32
0c,Product,NULL,N,2890,11/2/2019 8:33
55,Other,NULL,N,60,11/2/2019 8:33
ce,Category,Base,Y,30,11/2/2019 8:33
7d,Product,NULL,N,60,11/2/2019 8:34
7d,Category,NULL,N,90,11/2/2019 8:34
55,Other,NULL,N,100,11/2/2019 8:35
55,Other,NULL,N,60,11/2/2019 8:35
88,Category,NULL,N,60,11/2/2019 8:37
9e,Other,NULL,N,30,11/2/2019 8:40
81,Homepage,Base,Y,30,11/2/2019 8:41
9d,Product,NULL,N,60,11/2/2019 8:41
9d,Product,NULL,N,60,11/2/2019 8:42
d9,Other,NULL,N,60,11/2/2019 8:42
8a,Category,NULL,N,60,11/2/2019 8:43
46,Other,NULL,N,60,11/2/2019 8:48
38,Homepage,NULL,N,114,11/2/2019 8:50
36,Product,NULL,N,60,11/2/2019 8:51
5f,Product,NULL,N,60,11/2/2019 8:51
5f,Product,NULL,N,60,11/2/2019 8:51
7c,Category,NULL,N,90,11/2/2019 8:51
82,Cart,Base,Y,104,11/2/2019 8:51
c3,Product,NULL,N,60,11/2/2019 8:51
c3,Category,NULL,N,12,11/2/2019 8:51
1a,Homepage,NULL,N,3352.142857,11/2/2019 8:53
c3,Product,NULL,N,60,11/2/2019 8:53
c3,Category,NULL,N,60,11/2/2019 8:53
c3,Product,NULL,N,60,11/2/2019 8:53
b9,Category,NULL,N,60,11/2/2019 8:56
c3,Other,NULL,N,60,11/2/2019 8:56
e5,Product,NULL,N,32.14285714,11/2/2019 8:56
e5,Product,NULL,N,60,11/2/2019 8:56
e5,Product,NULL,N,60,11/2/2019 8:56
b9,Other,NULL,N,300,11/2/2019 8:57
e5,SearchResult,NULL,N,30,11/2/2019 8:57
e5,Product,NULL,N,30,11/2/2019 8:57
e5,Checkout,NULL,N,28.57142857,11/2/2019 8:57
ff,Product,NULL,N,60,11/2/2019 8:57
e5,Other,NULL,N,60,11/2/2019 8:58
ff,Product,NULL,N,60,11/2/2019 8:58
ff,Register,NULL,N,60,11/2/2019 8:58
e5,Category,NULL,N,120,11/2/2019 9:00
e5,Other,NULL,N,120,11/2/2019 9:00
e5,Product,Base,Y,180,11/2/2019 9:00
e5,Homepage,NULL,Y,50,11/2/2019 9:01
e5,Product,NULL,Y,640,11/2/2019 9:01
e5,Product,NULL,N,20,11/2/2019 9:01
e6,MyAccount,Base,Y,60,11/2/2019 9:01
e6,Category,NULL,N,120,11/2/2019 9:01
47,Product,NULL,N,45,11/2/2019 9:02
41,Product,NULL,N,60,11/2/2019 9:05
bc,Other,NULL,N,60,11/2/2019 9:05
e6,Other,NULL,N,30,11/2/2019 9:06
e6,MyAccount,NULL,N,262,11/2/2019 9:06
e6,Other,NULL,N,224,11/2/2019 9:07
e6,Product,NULL,N,252,11/2/2019 9:07
e6,Other,NULL,N,60,11/2/2019 9:07
e6,Other,NULL,N,60,11/2/2019 9:07
e6,Register,NULL,N,30,11/2/2019 9:07
e6,Other,NULL,N,60,11/2/2019 9:08
e6,Category,NULL,N,60,11/2/2019 9:09
e6,Homepage,Base,Y,60,11/2/2019 9:09
e6,Category,NULL,N,30,11/2/2019 9:09
e6,Product,NULL,N,120,11/2/2019 9:10
e6,MyAccount,Base,Y,20,11/2/2019 9:10
75,Homepage,NULL,N,60,11/2/2019 9:11
db,MyAccount,Base,Y,252,11/2/2019 9:11
db,Product,NULL,N,60,11/2/2019 9:11
db,Homepage,NULL,N,180,11/2/2019 9:11
49,Homepage,NULL,N,60,11/2/2019 9:12
75,Other,NULL,N,160,11/2/2019 9:12
b9,Category,NULL,N,60,11/2/2019 9:12
db,Other,NULL,N,105,11/2/2019 9:12
db,Category,NULL,N,30,11/2/2019 9:12
db,Homepage,NULL,N,20,11/2/2019 9:12
ed,Homepage,NULL,N,60,11/2/2019 9:12
b9,Category,NULL,N,90,11/2/2019 9:13
e4,Homepage,NULL,N,30,11/2/2019 9:13
50,Product,NULL,N,120,11/2/2019 9:14
50,Product,NULL,N,120,11/2/2019 9:14
bd,Product,NULL,N,95,11/2/2019 9:14
bd,Other,NULL,N,180,11/2/2019 9:14
bd,Other,NULL,N,60,11/2/2019 9:14
db,Category,NULL,N,30,11/2/2019 9:14
db,Product,NULL,N,50,11/2/2019 9:14
e4,Other,NULL,N,40,11/2/2019 9:14
53,Homepage,Base,Y,125,11/2/2019 9:15
53,Product,NULL,N,120,11/2/2019 9:15
63,Other,NULL,N,55,11/2/2019 9:15
be,Other,NULL,N,120,11/2/2019 9:15
db,SearchResult,NULL,N,60,11/2/2019 9:15
db,Checkout,Base,Y,210,11/2/2019 9:15
b7,Product,NULL,N,80,11/2/2019 9:16
b7,Other,NULL,N,120,11/2/2019 9:16
b7,Other,NULL,N,60,11/2/2019 9:16
b7,Homepage,Elite,Y,30,11/2/2019 9:16
dc,Product,NULL,N,200,11/2/2019 9:16
dc,Homepage,NULL,N,15,11/2/2019 9:16
e4,Other,NULL,N,60,11/2/2019 9:16
e4,Category,NULL,N,60,11/2/2019 9:16
63,Product,NULL,N,90,11/2/2019 9:17
b7,Category,NULL,N,75,11/2/2019 9:17
dc,Product,NULL,N,45,11/2/2019 9:17
dc,Other,NULL,N,60,11/2/2019 9:17
e4,Other,NULL,N,180,11/2/2019 9:17
e4,Category,NULL,N,20,11/2/2019 9:17
63,Category,NULL,N,60,11/2/2019 9:18
82,Homepage,NULL,N,60,11/2/2019 9:18
e4,Product,NULL,N,60,11/2/2019 9:18
e4,Homepage,NULL,N,30,11/2/2019 9:18
e4,SearchResult,NULL,N,30,11/2/2019 9:18
e4,Product,NULL,N,60,11/2/2019 9:18
e6,Other,NULL,N,360,11/2/2019 9:18
63,Other,NULL,N,60,11/2/2019 9:19
63,Other,NULL,N,45,11/2/2019 9:19
e4,Category,NULL,N,120,11/2/2019 9:19
e4,Category,NULL,N,12,11/2/2019 9:19
e4,Category,NULL,N,60,11/2/2019 9:19
e6,Product,NULL,N,120,11/2/2019 9:19
63,Loyalty,NULL,N,70,11/2/2019 9:20
e6,Other,NULL,N,60,11/2/2019 9:20
63,Other,NULL,N,60,11/2/2019 9:21
79,Product,NULL,N,60,11/2/2019 9:21
85,Category,NULL,N,30,11/2/2019 9:21
e6,Other,NULL,N,450,11/2/2019 9:22
e6,Homepage,NULL,N,180,11/2/2019 9:22
5a,Other,NULL,N,60,11/2/2019 9:23
5a,SearchResult,NULL,N,90,11/2/2019 9:23
52,Category,NULL,N,1065,11/2/2019 9:24
5a,Other,NULL,N,60,11/2/2019 9:24
5b,Product,NULL,N,720,11/2/2019 9:24
5b,Homepage,NULL,N,30,11/2/2019 9:25
da,Checkout,Elite,Y,20,11/2/2019 9:25
5b,Category,NULL,N,170,11/2/2019 9:26
ad,Product,NULL,N,1140,11/2/2019 9:26
ed,Homepage,NULL,N,80,11/2/2019 9:26
ee,Product,NULL,N,60,11/2/2019 9:26
ee,Other,NULL,N,180,11/2/2019 9:26
ee,Homepage,Base,Y,50,11/2/2019 9:26
ee,Homepage,NULL,N,80,11/2/2019 9:26
b9,Category,NULL,N,395,11/2/2019 9:27
ee,Product,NULL,N,110,11/2/2019 9:27
ee,Other,NULL,N,90,11/2/2019 9:27
11,Category,NULL,N,30,11/2/2019 9:28
25,Other,NULL,N,12,11/2/2019 9:28
4e,Checkout,NULL,N,105,11/2/2019 9:29
9c,Homepage,NULL,N,60,11/2/2019 9:29
bf,Other,NULL,N,60,11/2/2019 9:29
ee,Product,NULL,N,60,11/2/2019 9:29
bf,Product,NULL,N,180,11/2/2019 9:30
ec,Category,NULL,N,300,11/2/2019 9:30
ec,Product,NULL,N,60,11/2/2019 9:30
ec,BlogContent,NULL,N,240,11/2/2019 9:30
ec,Other,NULL,N,345,11/2/2019 9:30
bf,Other,NULL,N,600,11/2/2019 9:31
dc,Homepage,NULL,N,60,11/2/2019 9:32
39,Category,NULL,N,60,11/2/2019 9:34
f9,Category,NULL,N,160,11/2/2019 9:34
25,Other,NULL,N,60,11/2/2019 9:36
25,Product,NULL,N,120,11/2/2019 9:37
25,Category,NULL,N,30,11/2/2019 9:37
42,Other,NULL,N,120,11/2/2019 9:37
25,MyAccount,Base,Y,160,11/2/2019 9:38
25,Product,NULL,N,60,11/2/2019 9:38
25,Category,NULL,N,120,11/2/2019 9:39
25,Category,NULL,N,300,11/2/2019 9:39
25,Homepage,NULL,N,60,11/2/2019 9:39
25,Other,NULL,N,30,11/2/2019 9:40
44,SearchResult,NULL,N,60,11/2/2019 9:42
7f,Product,NULL,N,60,11/2/2019 9:43
a4,Category,NULL,N,300,11/2/2019 9:46
a4,SearchResult,NULL,N,120,11/2/2019 9:46
a4,Homepage,NULL,N,60,11/2/2019 9:46
a4,Product,NULL,N,60,11/2/2019 9:46
59,Category,NULL,N,60,11/2/2019 9:51
59,Product,NULL,N,60,11/2/2019 9:51
59,Other,NULL,N,60,11/2/2019 9:51
1e,Other,NULL,N,60,11/2/2019 9:57
8f,SearchResult,NULL,N,60,11/2/2019 9:58
bb,Homepage,NULL,N,15,11/2/2019 10:00
74,Category,NULL,N,60,11/2/2019 10:01
3e,Category,NULL,N,60,11/2/2019 10:02
74,Other,NULL,N,60,11/2/2019 10:02
ff,Product,NULL,N,70,11/2/2019 10:02
56,Homepage,Base,Y,80,11/2/2019 10:05
1e,Product,NULL,N,30,11/2/2019 10:07
f7,Category,NULL,N,60,11/2/2019 10:07
f7,Homepage,NULL,N,60,11/2/2019 10:07
9d,Category,NULL,N,90,11/2/2019 10:08
a6,Homepage,NULL,N,90,11/2/2019 10:08
0c,Category,NULL,N,50,11/2/2019 10:09
9d,Category,NULL,N,120,11/2/2019 10:09
a6,Homepage,NULL,N,60,11/2/2019 10:09
72,Homepage,NULL,N,60,11/2/2019 10:10
a6,Other,NULL,N,60,11/2/2019 10:10
a6,Product,NULL,N,45,11/2/2019 10:10
82,Homepage,NULL,N,30,11/2/2019 10:12
6c,Other,NULL,N,150,11/2/2019 10:13
e5,Category,NULL,N,20,11/2/2019 10:13
6c,Category,Base,Y,12,11/2/2019 10:14
6c,Product,NULL,N,60,11/2/2019 10:14
6c,Other,NULL,N,950,11/2/2019 10:15
6c,Category,NULL,N,255,11/2/2019 10:15
6c,Homepage,NULL,N,1405,11/2/2019 10:16
6c,Homepage,NULL,N,60,11/2/2019 10:16
7b,Other,NULL,N,66,11/2/2019 10:16
6c,Product,NULL,N,120,11/2/2019 10:17
7b,Product,NULL,N,60,11/2/2019 10:18
7b,Product,NULL,N,15,11/2/2019 10:18
83,Other,NULL,N,60,11/2/2019 10:18
7,Product,NULL,N,2420,11/2/2019 10:19
63,Product,NULL,N,60,11/2/2019 10:20
e2,Other,NULL,N,30,11/2/2019 10:21
3e,Product,NULL,N,60,11/2/2019 10:22
3e,Product,NULL,N,60,11/2/2019 10:22
3e,Other,NULL,N,60,11/2/2019 10:22
83,Product,NULL,N,3060,11/2/2019 10:22
ca,Other,NULL,N,833,11/2/2019 10:22
2c,Product,NULL,N,60,11/2/2019 10:24
f3,Product,NULL,N,60,11/2/2019 10:25
f3,Category,NULL,N,60,11/2/2019 10:26
22,Product,NULL,N,-60,11/2/2019 10:27
d2,SearchResult,NULL,N,360,11/2/2019 10:27
f3,Other,NULL,N,700,11/2/2019 10:27
65,Other,NULL,N,60,11/2/2019 10:28
d2,Product,NULL,N,120,11/2/2019 10:28
d2,Checkout,NULL,N,510,11/2/2019 10:28
d2,Product,NULL,N,295,11/2/2019 10:28
65,Other,NULL,N,60,11/2/2019 10:29
65,Checkout,NULL,N,960,11/2/2019 10:29
65,Other,NULL,N,160,11/2/2019 10:29
b9,Other,Base,Y,248.2857143,11/2/2019 10:29
b9,Product,NULL,N,30,11/2/2019 10:29
65,Product,NULL,N,60,11/2/2019 10:30
96,Product,NULL,N,60,11/2/2019 10:30
96,Other,NULL,N,30,11/2/2019 10:30
e7,Homepage,Base,Y,23.57142857,11/2/2019 10:30
65,Product,NULL,N,480,11/2/2019 10:31
96,Product,NULL,N,40,11/2/2019 10:31
96,Other,NULL,N,15,11/2/2019 10:31
e2,Other,NULL,N,60,11/2/2019 10:31
96,Other,NULL,N,240,11/2/2019 10:32
96,Category,NULL,N,530,11/2/2019 10:32
a6,Other,NULL,N,60,11/2/2019 10:32
ae,Category,NULL,N,180,11/2/2019 10:32
96,MyAccount,Base,Y,96,11/2/2019 10:33
96,Other,Base,Y,192,11/2/2019 10:33
a6,Homepage,NULL,N,40,11/2/2019 10:33
52,Product,NULL,N,60,11/2/2019 10:34
96,SearchResult,NULL,N,60,11/2/2019 10:34
97,Category,NULL,N,190,11/2/2019 10:34
a6,Product,NULL,N,60,11/2/2019 10:34
e2,Other,NULL,N,90,11/2/2019 10:34
97,Checkout,Base,Y,130,11/2/2019 10:35
97,Homepage,NULL,N,90,11/2/2019 10:35
a6,Product,NULL,N,120,11/2/2019 10:35
97,Product,NULL,N,20,11/2/2019 10:36
97,Other,NULL,N,150,11/2/2019 10:36
97,Homepage,NULL,N,35,11/2/2019 10:36
c3,Other,NULL,N,24,11/2/2019 10:37
ff,Homepage,Elite,Y,5228.571429,11/2/2019 10:38
97,Category,NULL,N,60,11/2/2019 10:40
99,Other,NULL,N,60,11/2/2019 10:40
c9,Other,NULL,N,60,11/2/2019 10:40
52,Other,NULL,N,60,11/2/2019 10:41
83,Category,NULL,N,60,11/2/2019 10:41
53,Product,NULL,N,60,11/2/2019 10:42
53,Product,Base,Y,602,11/2/2019 10:43
0f,Other,NULL,N,60,11/2/2019 10:44
0f,Product,NULL,N,60,11/2/2019 10:44
10,Product,NULL,N,60,11/2/2019 10:44
26,Other,NULL,N,60,11/2/2019 10:44
cd,Other,NULL,N,60,11/2/2019 10:44
10,Product,NULL,N,530,11/2/2019 10:45
22,Product,NULL,N,60,11/2/2019 10:45
26,Other,NULL,N,60,11/2/2019 10:45
26,Category,NULL,N,100,11/2/2019 10:45
26,Product,NULL,N,60,11/2/2019 10:45
72,Other,NULL,N,60,11/2/2019 10:45
6,Checkout,NULL,N,372,11/2/2019 10:47
7f,Category,NULL,N,120,11/2/2019 10:50
7f,Product,NULL,N,240,11/2/2019 10:50
fa,Product,NULL,N,60,11/2/2019 10:50
fa,Homepage,NULL,N,300,11/2/2019 10:50
ef,Other,NULL,N,20,11/2/2019 10:51
fa,Category,NULL,N,210,11/2/2019 10:51
3d,Product,NULL,N,30,11/2/2019 10:53
7a,Other,NULL,N,244,11/2/2019 10:53
fa,Homepage,NULL,N,20,11/2/2019 10:53
fa,SearchResult,NULL,N,630,11/2/2019 10:53
fa,Other,NULL,N,75,11/2/2019 10:53
3b,Other,NULL,N,244,11/2/2019 10:54
e2,Register,NULL,N,300,11/2/2019 10:54
1a,Product,NULL,N,30,11/2/2019 10:55
3b,Other,NULL,N,60,11/2/2019 10:55
3b,Checkout,Base,Y,295,11/2/2019 10:55
3c,Other,Base,Y,616,11/2/2019 10:55
e2,Product,NULL,N,90,11/2/2019 10:55
3c,Product,NULL,N,70,11/2/2019 10:56
e2,Category,NULL,N,60,11/2/2019 10:56
fa,Other,NULL,N,60,11/2/2019 10:56
e2,Homepage,NULL,N,60,11/2/2019 11:00
e2,Product,NULL,N,240,11/2/2019 11:00
e2,Category,NULL,N,60,11/2/2019 11:01
e2,Other,Base,Y,134,11/2/2019 11:01
0,Product,NULL,N,6,11/2/2019 11:02
81,Product,NULL,N,60,11/2/2019 11:03
e2,Category,NULL,N,60,11/2/2019 11:03
e2,Category,NULL,N,240,11/2/2019 11:03
ec,Product,NULL,N,60,11/2/2019 11:03
f7,Product,NULL,N,60,11/2/2019 11:03
40,Homepage,NULL,N,120,11/2/2019 11:05
40,Category,NULL,N,60,11/2/2019 11:05
40,Product,NULL,N,690,11/2/2019 11:05
40,Product,NULL,N,90,11/2/2019 11:05
40,Category,NULL,N,40,11/2/2019 11:06
40,Homepage,NULL,N,30,11/2/2019 11:06
87,Product,NULL,N,210,11/2/2019 11:06
40,Product,NULL,N,60,11/2/2019 11:07
5c,Other,NULL,N,60,11/2/2019 11:07
5c,Register,NULL,N,60,11/2/2019 11:07
5c,BlogContent,NULL,N,60,11/2/2019 11:07
5c,Other,NULL,N,60,11/2/2019 11:07
40,Product,NULL,N,280,11/2/2019 11:08
5c,Homepage,Base,Y,90,11/2/2019 11:08
5c,Category,NULL,N,30,11/2/2019 11:08
d8,Product,NULL,N,460,11/2/2019 11:08
e2,Product,NULL,N,60,11/2/2019 11:08
e2,Product,NULL,N,140,11/2/2019 11:08
e2,Product,NULL,N,120,11/2/2019 11:08
ff,Product,NULL,N,60,11/2/2019 11:08
9,Other,NULL,N,120,11/2/2019 11:09
9,Other,NULL,N,30,11/2/2019 11:09
47,Category,NULL,N,150,11/2/2019 11:09
47,Homepage,NULL,N,0,11/2/2019 11:09
ec,Homepage,NULL,N,30,11/2/2019 11:09
8,Other,NULL,N,60,11/2/2019 11:10
9,Product,NULL,N,60,11/2/2019 11:10
47,Other,NULL,N,360,11/2/2019 11:10
47,Register,NULL,N,60,11/2/2019 11:10
ec,Other,NULL,N,120,11/2/2019 11:10
9,Homepage,Base,Y,792.6428571,11/2/2019 11:11
9,Product,NULL,N,12,11/2/2019 11:11
40,Category,NULL,N,60,11/2/2019 11:11
47,Other,NULL,N,60,11/2/2019 11:11
9d,Category,NULL,N,60,11/2/2019 11:11
ec,SearchResult,NULL,N,30,11/2/2019 11:11
ec,Other,NULL,N,30,11/2/2019 11:11
ec,Other,NULL,N,240,11/2/2019 11:11
40,Product,NULL,N,180,11/2/2019 11:12
40,Other,NULL,N,60,11/2/2019 11:12
40,Other,NULL,N,60,11/2/2019 11:12
9d,Other,NULL,N,30,11/2/2019 11:12
