sessionid,source,medium,campaign,session_start_time,session_end_time,userid,log_in_status,session_with_order,memberid,member_tier,eventaction,tstamp,pagetype,page_order,page_order_desc,page_view_in_minutes,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,41:00.0,Other,110,62,9,6.666666667,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,41:00.0,Other,111,63,9,6.666666667,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,41:00.0,Other,112,55,9,6.666666667,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,41:00.0,Other,106,58,9,6.666666667,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,41:00.0,Other,113,56,9,6.666666667,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,41:00.0,Other,114,57,9,6.666666667,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,42:00.0,Other,115,54,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,42:00.0,Other,116,53,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,42:00.0,Other,117,52,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,42:00.0,Category,118,51,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,42:00.0,Category,119,50,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,42:00.0,Category,120,49,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,43:00.0,Category,121,48,3,20,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,43:00.0,Category,122,47,3,20,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,43:00.0,Category,123,46,3,20,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Product,130,40,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Product,124,45,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Category,125,44,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Product,126,43,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Product,127,42,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Category,128,34,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Category,129,41,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Category,131,39,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Category,132,38,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Category,133,37,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Product,134,36,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,44:00.0,Product,135,35,12,5,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,45:00.0,Category,137,31,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,45:00.0,Category,138,30,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,45:00.0,Product,139,28,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,45:00.0,Product,136,32,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,45:00.0,Category,140,33,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,45:00.0,Product,141,29,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,47:00.0,Other,145,25,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,47:00.0,Other,142,22,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,47:00.0,Other,143,27,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,47:00.0,Category,144,26,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,47:00.0,Category,146,24,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,47:00.0,Category,147,23,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,50:00.0,Category,148,21,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,50:00.0,Category,149,20,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,50:00.0,Category,150,19,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,50:00.0,Category,151,18,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,50:00.0,Category,152,17,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,50:00.0,Category,153,16,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,51:00.0,Category,156,13,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,51:00.0,Product,154,15,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,51:00.0,Category,155,14,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,51:00.0,Category,157,12,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,51:00.0,Product,158,10,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,51:00.0,Product,159,11,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,57:00.0,Category,160,9,3,20,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,57:00.0,Category,161,8,3,20,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,57:00.0,Category,162,7,3,20,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,02:00.0,Category,163,6,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,02:00.0,Category,164,5,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,02:00.0,Category,165,4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,fb,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,02:00.0,Category,166,3,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,20p2_pinkloveyoushopping_supplier_aprilskin,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,02:00.0,Category,167,1,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
DAA7E98AEFCA3076ABE5601A243233F5.twpfa124n,facebook,social,NULL,2/7/20 22:15,02:00.0,e506aafb-6c45-43e5-9af4-15ded79e5e85,N,N,anonymous,anonymous,Pageview,02:00.0,Category,168,2,6,10,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,16:00.0,Homepage,2,32,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,16:00.0,Other,1,31,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,16:00.0,Homepage,3,27,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,16:00.0,Homepage,4,28,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,16:00.0,Cart,5,29,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,16:00.0,Homepage,6,30,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,18:00.0,Homepage,7,26,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,18:00.0,Other,8,25,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,19:00.0,Category,9,24,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,19:00.0,Homepage,10,23,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,20:00.0,Product,11,22,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,21:00.0,Other,12,19,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,21:00.0,Category,13,20,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,21:00.0,Homepage,14,21,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,28:00.0,Homepage,15,18,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,28:00.0,Category,16,17,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,36:00.0,Category,17,15,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,36:00.0,Other,18,16,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
67378B7C47752A7D22045BB7BCA4DE9C.twpfa122n,lineshopping,affiliate,NULL,2/7/20 22:16,50:00.0,1e71ce00-cb5b-46f9-b105-ff5df24e4062,Y,N,2.70208E+12,Member,Pageview,37:00.0,Category,19,13,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
